team1,team1_url,team1_logo,term
Эвертон,https://www.championat.com/football/_england/tournament/2613/teams/100949/result/,https://img.championat.com/team/logo/1465755316563300807.png,soccer>apl
Лестер Сити,https://www.championat.com/football/_england/tournament/2613/teams/100959/result/,https://img.championat.com/team/logo/14658326571808281562.png,soccer>apl
Тоттенхэм Хотспур,https://www.championat.com/football/_england/tournament/2613/teams/100951/result/,https://img.championat.com/team/logo/14658316581098338948.png,soccer>apl
Вест Хэм Юнайтед,https://www.championat.com/football/_england/tournament/2613/teams/100961/result/,https://img.championat.com/team/logo/14691953971590009599.png,soccer>apl
Челси,https://www.championat.com/football/_england/tournament/2613/teams/100937/result/,https://img.championat.com/team/logo/14658314551368579346.png,soccer>apl
Бёрнли,https://www.championat.com/football/_england/tournament/2613/teams/100967/result/,https://img.championat.com/team/logo/1469456604687893380.png,soccer>apl
Манчестер Сити,https://www.championat.com/football/_england/tournament/2613/teams/100953/result/,https://img.championat.com/team/logo/1469055821916222532.png,soccer>apl
Брайтон энд Хоув Альбион,https://www.championat.com/football/_england/tournament/2613/teams/100969/result/,https://img.championat.com/team/logo/14694863921668483594.png,soccer>apl
Кристал Пэлас,https://www.championat.com/football/_england/tournament/2613/teams/100955/result/,https://img.championat.com/team/logo/14658327001948562049.png,soccer>apl
Динамо СПб,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109321/result/,https://img.championat.com/team/logo/15355406802061851077.png,hokkey>vhl
Ермак,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109323/result/,https://img.championat.com/team/logo/1503326493734443793.png,hokkey>vhl
Сарыарка,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109343/result/,https://img.championat.com/team/logo/1553002902800116219.png,hokkey>vhl
Челмет,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109365/result/,https://img.championat.com/team/logo/155300266163036508.png,hokkey>vhl
Молот-Прикамье,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109337/result/,https://img.championat.com/team/logo/1553002942474718410.png,hokkey>vhl
Рубин,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109341/result/,https://img.championat.com/team/logo/15061784971243849831.png,hokkey>vhl
Торос,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109349/result/,https://img.championat.com/team/logo/1553002816765741495.png,hokkey>vhl
Ижсталь,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109329/result/,https://img.championat.com/team/logo/1553002977508299189.png,hokkey>vhl
ЦСК ВВС,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109363/result/,https://img.championat.com/team/logo/15345392561626290177.png,hokkey>vhl
Барс,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109313/result/,https://img.championat.com/team/logo/1553003124418779658.png,hokkey>vhl
Буран,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109315/result/,https://img.championat.com/team/logo/1553003089250685357.png,hokkey>vhl
Дизель,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109319/result/,https://img.championat.com/team/logo/15530030581685322649.png,hokkey>vhl
Сокол,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109347/result/,https://img.championat.com/team/logo/1553002857334293539.png,hokkey>vhl
Звезда,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109327/result/,https://img.championat.com/team/logo/153453956583277582.png,hokkey>vhl
Химик,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109359/result/,https://img.championat.com/team/logo/1487343088953650010.png,hokkey>vhl
СКА-Нева,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109345/result/,https://img.championat.com/team/logo/14880439221018947176.png,hokkey>vhl
Металлург Нк,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109335/result/,https://img.championat.com/team/logo/14672245801512375714.png,hokkey>vhl
Лада,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109333/result/,https://img.championat.com/team/logo/1467224420224742122.png,hokkey>vhl
Нефтяник,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109339/result/,https://img.championat.com/team/logo/1487343407995024718.png,hokkey>vhl
Торпедо УК,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109351/result/,https://img.championat.com/team/logo/155300278242909199.png,hokkey>vhl
Югра,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109367/result/,https://img.championat.com/team/logo/1467224341248688835.png,hokkey>vhl
ХК Тамбов,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109357/result/,https://img.championat.com/team/logo/15336746601213632409.png,hokkey>vhl
ХК Саров,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109355/result/,https://img.championat.com/team/logo/1553002698784465173.png,hokkey>vhl
Чэн Тоу,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109361/result/,https://img.championat.com/team/logo/15345391781674088192.png,hokkey>vhl
Южный Урал,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109369/result/,https://img.championat.com/team/logo/14873439531901395980.png,hokkey>vhl
КРС-ОЭРДЖИ,https://www.championat.com/hockey/_highleague/tournament/2783/teams/112193/result/,https://img.championat.com/team/logo/153453938647477602.png,hokkey>vhl
Горняк,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109317/result/,https://img.championat.com/team/logo/15033264401588071911.png,hokkey>vhl
ХК Рязань,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109353/result/,https://img.championat.com/team/logo/1553002735900262740.png,hokkey>vhl
Зауралье,https://www.championat.com/hockey/_highleague/tournament/2783/teams/109325/result/,https://img.championat.com/team/logo/15530030212136688471.png,hokkey>vhl
